栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.000754188,0.8,0.000673553,0.893084
-9.9,0.000656745,0.8,0.000581892,0.886024
-9.8,0.000616627,0.8,0.000546642,0.886504
-9.6,0.000606657,0.8,0.00053735,0.885756
-9.5,0.000587199,0.8,0.000522782,0.890298
-9.4,0.000576268,0.8,0.000510613,0.886069
-9.3,0.000559843,0.8,0.000494966,0.884116
-9.2,0.000549963,0.8,0.000484415,0.880814
-9.0,0.000536871,0.8,0.000474973,0.884706
-8.9,0.000523748,0.8,0.000462084,0.882264
-8.8,0.000514679,0.8,0.000453931,0.881969
-8.7,0.000508944,0.8,0.000447157,0.878598
-8.5,0.000507893,0.8,0.000448416,0.882895
-8.4,0.000499515,0.8,0.000436246,0.873339
-8.3,0.000485792,0.8,0.000425096,0.875058
-8.2,0.000471048,0.8,0.000413676,0.878203
-8.1,0.000451799,0.8,0.000395181,0.874683
-7.9,0.000459997,0.8,0.000404833,0.880077
-7.8,0.000448766,0.8,0.000392094,0.873716
-7.7,0.000430179,0.8,0.000375548,0.873004
-7.6,0.000435224,0.8,0.000381783,0.87721
-7.5,0.000428137,0.8,0.000391914,0.915394
-7.3,0.00039997,0.8,0.000438794,1.09707
-7.2,0.000391171,0.8,0.000655149,1.67484
-7.1,0.00036838,0.8,0.000978542,2.65634
-7.0,0.000354386,0.8,0.0015804,4.45954
-6.8,0.000319193,0.8,0.00151047,4.73215
-6.7,0.000303398,0.8,0.00176087,5.80383
-6.6,0.000287062,0.8,0.00230982,8.04642
-6.5,0.000261267,0.8,0.00165572,6.33727
-6.4,0.000243971,0.8,0.00197294,8.08678
-6.2,0.000225173,0.8,0.00139806,6.20883
-6.1,0.000214933,0.8,0.00154808,7.20262
-6.0,0.000203702,0.8,0.00212128,10.4136
-5.9,0.000185835,0.8,0.00174136,9.37046
-5.8,0.000171361,0.8,0.00185179,10.8064
-5.6,0.000161662,0.8,0.00207189,12.8162
-5.5,0.000146918,0.8,0.00152725,10.3953
-5.4,0.00013884,0.8,0.00176495,12.7121
-5.3,0.000125508,0.8,0.0017841,14.215
-5.2,0.000115268,0.8,0.00159832,13.8661
-5.0,0.000103947,0.8,0.00148472,14.2834
-4.9,9.21457e-5,0.8,0.00161478,17.5242
-4.8,8.38879e-5,0.8,0.00200399,23.8889
-4.7,7.32877e-5,0.8,0.00160036,21.8367
-4.5,6.518e-5,0.8,0.00193853,29.7412
-4.4,5.56609e-5,0.8,0.00192705,34.6213
-4.3,4.62019e-5,0.8,0.00164814,35.6726
-4.2,3.8004e-5,0.8,0.00144485,38.0184
-4.1,3.20583e-5,0.8,0.00188353,58.7533
-3.9,2.62628e-5,0.8,0.00213504,81.2952
-3.8,2.17285e-5,0.8,0.00248709,114.462
-3.7,1.44015e-5,0.8,0.00206337,143.275
-3.6,8.666e-6,0.8,0.00156853,180.998
-3.5,3.59115e-6,0.8,0.00163093,454.153
-3.3,1.39362e-6,0.8,0.00127847,917.373
-3.2,4.78686e-6,0.8,0.00168483,351.97
-3.1,8.15007e-6,0.8,0.00179864,220.69
-3.0,1.19937e-5,0.8,0.00188026,156.771
-2.8,1.5387e-5,0.8,0.0019626,127.549
-2.7,1.82097e-5,0.8,0.00162749,89.3749
-2.6,2.11825e-5,0.8,0.00144168,68.06
-2.5,2.42454e-5,0.8,0.00149611,61.707
-2.4,2.64075e-5,0.8,0.00165938,62.8375
-2.2,2.76387e-5,0.8,0.00232076,83.9678
-2.1,2.94404e-5,0.8,0.0019546,66.3918
-2.0,3.03112e-5,0.8,0.00233275,76.96
-1.9,3.18727e-5,0.8,0.00179906,56.4452
-1.8,3.28937e-5,0.8,0.00154071,46.8391
-1.6,3.39447e-5,0.8,0.00218585,64.3944
-1.5,3.49957e-5,0.8,0.00161508,46.1508
-1.4,3.60167e-5,0.8,0.00169772,47.137
-1.3,3.67974e-5,0.8,0.00155774,42.3329
-1.2,3.78785e-5,0.8,0.00153954,40.6442
-1.0,3.82989e-5,0.8,0.00150672,39.3411
-0.9,3.85091e-5,0.8,0.00187759,48.757
-0.8,3.87793e-5,0.8,0.00183215,47.2456
-0.7,3.88394e-5,0.8,0.0014275,36.7539
-0.5,3.88694e-5,0.8,0.00213001,54.7991
-0.4,3.88994e-5,0.8,0.00164832,42.3739
-0.3,3.94099e-5,0.8,0.00170752,43.3272
-0.2,3.90796e-5,0.8,0.00192166,49.173
-0.1,3.944e-5,0.8,0.00192468,48.8002
0.1,5.06452e-6,0.8,0.00155126,306.3
0.2,4.88435e-6,0.8,0.0016184,331.344
0.3,4.52401e-6,0.8,0.0015411,340.649
0.4,3.89341e-6,0.8,0.00225236,578.506
0.5,3.23279e-6,0.8,0.00147585,456.525
0.7,1.85148e-6,0.8,0.00139869,755.444
0.8,3.82388e-6,0.8,0.00152102,397.769
0.9,2.06698e-5,0.8,0.00138739,67.1216
1.0,7.0607e-5,0.8,0.0014153,20.0448
1.2,0.000184655,0.8,0.00132298,7.1646
1.3,0.000374224,0.8,0.00119403,3.19068
1.4,0.000605472,0.8,0.00119403,1.97206
1.5,0.000845909,0.8,0.00172844,2.04329
1.6,0.00108671,0.8,0.00246245,2.26597
1.8,0.001548,0.8,0.00110066,0.711021
1.9,0.00187138,0.8,0.00102836,0.54952
2.0,0.00213013,0.8,0.0010637,0.499359
